[3.4] 昔涟 | 哎呀别上当了 | 00:00:00,340 --> 00:00:02,820
[3.6] 迷迷 | 等一下哎 | 00:16:24,800 --> 00:16:27,400
[3.6] 迷迷 | 哎激动人心的英雄救美再度上演 | 00:16:27,400 --> 00:16:32,750
[3.6] 迷迷 | 可别把人家看扁了呀 | 00:16:32,750 --> 00:16:35,090
[3.6] 迷迷 | 除了口才和魅力 | 00:16:35,090 --> 00:16:37,630
[3.6] 迷迷 | 激起往昔的涟漪 | 00:16:38,070 --> 00:16:40,230
[3.6] 迷迷 | 关键时刻我们才不会滔滔不绝呢 | 00:16:40,230 --> 00:16:43,830
[3.6] 迷迷 | 快伙伴拿上这个按下快门 | 00:16:43,830 --> 00:16:47,520
[3.6] 迷迷 | 人家坚持不了太久 | 00:16:47,520 --> 00:16:50,280
[3.6] 昔涟 | 怎么可能 | 00:16:50,280 --> 00:16:51,800
[3.6] 昔涟 | 当然是长 | 00:16:51,800 --> 00:16:53,400
[3.6] 迷迷 | 夜 | 00:16:53,400 --> 00:16:53,600
[3.6] 迷迷 | 月小姐没时间解释了 | 00:16:53,600 --> 00:16:56,730
[3.6] 迷迷 | 快干得好伙伴 | 00:16:56,730 --> 00:16:59,240
[3.6] 迷迷 | 接下来就交给我们吧 | 00:16:59,240 --> 00:17:01,680
[3.6] 昔涟 | 欢迎来到艾力密信永夜之围包围的小村庄 | 00:17:01,680 --> 00:17:06,369
[3.6] 昔涟 | 现在这道回忆也属于你 | 00:17:06,369 --> 00:17:09,589
[3.6] 昔涟 | 以彼之道还至彼身 | 00:17:09,589 --> 00:17:12,339
[3.6] 昔涟 | 我以故乡为灵感打造的迷宫 | 00:17:12,339 --> 00:17:15,119
[3.6] 昔涟 | 程1月小姐 | 00:17:15,119 --> 00:17:16,579
[3.6] 昔涟 | 希望你喜欢 | 00:17:16,579 --> 00:17:17,959
[3.6] 昔涟 | 无论史书日记还是留影 | 00:17:17,959 --> 00:17:20,919
[3.6] 昔涟 | 时机都是技艺绝佳的触美 | 00:17:20,919 --> 00:17:23,920
[3.6] 昔涟 | 可这样看来 | 00:17:23,920 --> 00:17:25,540
[3.6] 昔涟 | 巧合的成分是不是还挺大的 | 00:17:25,540 --> 00:17:28,980
[3.6] 昔涟 | 你确实很了解他呀 | 00:17:28,980 --> 00:17:31,340
[3.6] 昔涟 | 长夜月小姐 | 00:17:31,620 --> 00:17:33,020
[3.6] 昔涟 | 以我现学现卖的本事想困住你 | 00:17:33,020 --> 00:17:36,100
[3.6] 昔涟 | 当然不现实 | 00:17:36,100 --> 00:17:37,510
[3.6] 昔涟 | 但如果3月7也在场 | 00:17:37,510 --> 00:17:39,870
[3.6] 昔涟 | 局面就不一样了 | 00:17:39,870 --> 00:17:41,810
[3.6] 昔涟 | 因为你无论如何都无法忽视它对吧 | 00:17:41,810 --> 00:17:45,760
[3.6] 昔涟 | 我在呢终于轮到人家了呀 | 00:17:46,760 --> 00:17:49,820
[3.6] 昔涟 | 长夜月小姐 | 00:17:50,100 --> 00:17:51,180
[3.6] 昔涟 | 你的目光一直紧盯着自己的目标 | 00:17:52,300 --> 00:17:54,700
[3.6] 昔涟 | 恐怕都没有意识到 | 00:17:54,700 --> 00:17:57,000
[3.6] 昔涟 | 这一世翁法罗斯出现了一个巨大的变数 | 00:17:57,280 --> 00:18:01,620
[3.6] 昔涟 | 凯撒以自己的性命为代价 | 00:18:01,620 --> 00:18:04,160
[3.6] 昔涟 | 为最后的再创世添加了一道规则 | 00:18:04,160 --> 00:18:07,550
[3.6] 昔涟 | 如此克律德拉才能确保 | 00:18:07,870 --> 00:18:10,710
[3.6] 昔涟 | 温法罗斯不会成为银河对垒的牺牲品 | 00:18:10,710 --> 00:18:14,830
[3.6] 昔涟 | 就算只能以铁木的形式 | 00:18:15,820 --> 00:18:18,180
[3.6] 昔涟 | 这个世界也能如他所想的那样 | 00:18:18,180 --> 00:18:20,840
[3.6] 昔涟 | 自立于心间 | 00:18:20,840 --> 00:18:22,600
[3.6] 昔涟 | 很简单 | 00:18:22,600 --> 00:18:24,360
[3.6] 昔涟 | 如果再创世过程中发生任何异常 | 00:18:24,600 --> 00:18:27,460
[3.6] 昔涟 | 立即剔除所有外来因素 | 00:18:27,460 --> 00:18:30,570
[3.6] 昔涟 | 无论技艺还是开拓12枚火种 | 00:18:30,850 --> 00:18:35,370
[3.6] 昔涟 | 将以最纯粹的毁灭完成最后的再创世 | 00:18:35,370 --> 00:18:39,290
[3.6] 昔涟 | 你骗过了所有人 | 00:18:39,290 --> 00:18:41,570
[3.6] 昔涟 | 他更不可能知道你的计划 | 00:18:41,570 --> 00:18:44,050
[3.6] 昔涟 | 修改这条律令只是出于保险 | 00:18:44,050 --> 00:18:47,340
[3.6] 昔涟 | 防止星穹列车和天才们在他陨落后 | 00:18:47,340 --> 00:18:51,180
[3.6] 昔涟 | 背叛翁法罗斯 | 00:18:51,180 --> 00:18:53,000
[3.6] 昔涟 | 但现在如果你执意要这么做 | 00:18:53,320 --> 00:18:55,960
[3.6] 昔涟 | 银河无疑会落入最糟糕的结局 | 00:18:56,960 --> 00:18:59,750
[3.6] 昔涟 | 伙伴丹恒 | 00:18:59,750 --> 00:19:01,390
[3.6] 昔涟 | 还有3月7 | 00:19:01,390 --> 00:19:02,810
[3.6] 昔涟 | 都将与权杖合为一体 | 00:19:02,810 --> 00:19:05,150
[3.6] 昔涟 | 坠入毁灭 | 00:19:05,150 --> 00:19:07,080
[3.6] 昔涟 | 众人将与一人离别 | 00:19:07,400 --> 00:19:09,160
[3.6] 昔涟 | 唯其人将尽见奇迹 | 00:19:10,400 --> 00:19:12,240
[3.6] 昔涟 | 此乃命运使然 | 00:19:13,320 --> 00:19:15,440
[3.6] 昔涟 | 然而这一次也是最后一次烛火之旅 | 00:19:17,040 --> 00:19:21,120
[3.6] 昔涟 | 无限轮回的史诗要迎来尾声了呀 | 00:19:22,280 --> 00:19:27,090
[3.6] 昔涟 | 嗯我知道你在看着对吗 | 00:19:28,640 --> 00:19:33,120
[3.6] 昔涟 | 最初的菲利亚 | 00:19:34,320 --> 00:19:36,240
[3.6] 昔涟 | 好奇怪呀 | 00:19:42,040 --> 00:19:43,040
[3.6] 昔涟 | 到最后我也没能找回这3000万世的记忆 | 00:19:44,240 --> 00:19:48,199
[3.6] 昔涟 | 但那不重要了 | 00:19:48,199 --> 00:19:50,039
[3.6] 昔涟 | 对不对 | 00:19:50,039 --> 00:19:50,839
[3.6] 昔涟 | 我会做出和你一样的选择 | 00:19:51,879 --> 00:19:54,300
[3.6] 昔涟 | 因为人家的魅力就是始终如一 | 00:19:54,660 --> 00:19:57,740
[3.6] 昔涟 | 烛火是不断失去的旅途 | 00:19:58,740 --> 00:20:01,190
[3.6] 昔涟 | 可就算一切随风逝去 | 00:20:01,190 --> 00:20:03,590
[3.6] 昔涟 | 也有一种感情会被留下来 | 00:20:03,590 --> 00:20:06,670
[3.6] 昔涟 | 爱会永远存在对吗 | 00:20:12,720 --> 00:20:16,800
[3.6] 昔涟 | 为这个我们深爱的世界写下不同以往的结局吧 | 00:20:20,100 --> 00:20:25,860
[3.6] 昔涟 | 众神啊看呐翁法罗斯已完成了他的胜利 | 00:20:28,280 --> 00:20:33,800
[3.6] 昔涟 | 再创世即将到来 | 00:20:34,920 --> 00:20:36,960
[3.6] 昔涟 | 那辉煌的灵魂已临到此地 | 00:20:38,170 --> 00:20:41,090
[3.6] [杂讯] | 行 | 00:20:41,090 --> 00:20:41,790
[3.6] 昔涟 | 走过熙熙攘攘的黑夜 | 00:20:41,790 --> 00:20:44,300
[3.6] 华 | 他袭来黄金的火与血 | 00:20:44,740 --> 00:20:46,740
[3.6] 华 | 胜利的步入白昼 | 00:20:48,020 --> 00:20:50,340
[3.6] 华 | 当然这一定是个不同以往的浪漫故事 | 00:20:52,280 --> 00:20:57,400
[3.6] 昔涟 | 你也是这么想的对吧 | 00:20:58,260 --> 00:21:01,660
[3.6] 昔涟 | 别心急 | 00:21:02,810 --> 00:21:04,030
[3.6] 昔涟 | 我们还有好多好多时间慢慢来 | 00:21:04,030 --> 00:21:08,420
[3.6] 昔涟 | 时光会为我们停下脚步 | 00:21:08,420 --> 00:21:11,460
[3.7] 昔涟 | 这片风景还是一点没变对吗 | 00:00:01,800 --> 00:00:05,640
[3.7] 昔涟 | 记忆里的故乡总是一动不动 | 00:00:06,640 --> 00:00:09,379
[3.7] 昔涟 | 可回过神来才发现命运早就偷走了时间 | 00:00:09,379 --> 00:00:13,419
[3.7] 昔涟 | 欢迎踏上创世的小径伙伴 | 00:00:14,539 --> 00:00:17,859
[3.7] 昔涟 | 看来3000万石记忆的重量让我成熟了许多呢 | 00:00:19,360 --> 00:00:24,160
[3.7] 昔涟 | 不过要是继续长大 | 00:00:26,960 --> 00:00:29,640
[3.7] 昔涟 | 人家是不是要比伙伴更高了 | 00:00:29,640 --> 00:00:32,680
[3.7] 昔涟 | 那我可要好好期待一下了 | 00:00:33,470 --> 00:00:35,590
[3.7] 昔涟 | 在你来之前 | 00:00:35,590 --> 00:00:36,830
[3.7] 昔涟 | 我一直在想艾莉密歇的帷幕外 | 00:00:36,830 --> 00:00:40,900
[3.7] 昔涟 | 正在诞生的是一个怎样的温法罗斯 | 00:00:40,900 --> 00:00:44,550
[3.7] 昔涟 | 我闭上眼睛就能看见零星的碎片 | 00:00:44,550 --> 00:00:48,720
[3.7] 昔涟 | 那些与我们并肩的伙伴已经奔向了各自的命运 | 00:00:48,720 --> 00:00:53,140
[3.7] 昔涟 | 由人化作世界的支柱 | 00:00:53,140 --> 00:00:55,280
[3.7] 昔涟 | 撑起天空和海洋 | 00:00:55,280 --> 00:00:57,570
[3.7] 昔涟 | 有人播撒理性 | 00:00:57,850 --> 00:00:59,290
[3.7] 昔涟 | 划定律法 | 00:00:59,290 --> 00:01:00,570
[3.7] 昔涟 | 再用双手将婴儿们轻轻捧起 | 00:01:00,570 --> 00:01:03,780
[3.7] 昔涟 | 死亡和纷争不再为人们所惧怕 | 00:01:03,780 --> 00:01:07,190
[3.7] 昔涟 | 轨迹也成为孩子们天真的游戏 | 00:01:07,190 --> 00:01:09,890
[3.7] 昔涟 | 万千生灵都在浪漫和门禁的结网下度过平凡 | 00:01:09,890 --> 00:01:14,850
[3.7] 昔涟 | 安然的一生 | 00:01:14,850 --> 00:01:16,150
[3.7] 昔涟 | 没有黑潮烛火 | 00:01:16,150 --> 00:01:18,290
[3.7] 昔涟 | 也没有毁灭 | 00:01:18,290 --> 00:01:20,230
[3.7] 昔涟 | 海的对面是一个沐浴在阳光下的世界 | 00:01:20,470 --> 00:01:24,880
[3.7] 昔涟 | 这一世童年般的黄金事会延续千年 | 00:01:25,240 --> 00:01:30,430
[3.7] 昔涟 | 直到神域中注定的瞬间 | 00:01:30,830 --> 00:01:32,950
[3.7] 昔涟 | 光历4931年的自由月 | 00:01:34,030 --> 00:01:36,810
[3.7] 昔涟 | 属于复试的时刻 | 00:01:37,130 --> 00:01:39,050
[3.7] 昔涟 | 准备好迎接世人的召唤了吗 | 00:01:39,050 --> 00:01:41,550
[3.7] 昔涟 | 伙伴那就去为这个无数愿望汇成的世界 | 00:01:41,550 --> 00:01:47,090
[3.7] 昔涟 | 落下权势之作的第一笔吧 | 00:01:47,090 --> 00:01:49,630
[3.7] 昔涟 | 在伙伴背负起3000万世记忆的同时 | 00:01:49,630 --> 00:01:53,390
[3.7] 昔涟 | 他的意思是 | 00:01:54,100 --> 00:01:55,400
[3.7] 昔涟 | 英雄只在最关键的时刻登场 | 00:01:55,400 --> 00:01:58,500
[3.7] 昔涟 | 和记忆中一模一样 | 00:01:59,050 --> 00:02:00,950
[3.7] 昔涟 | 第一次终点也是最后一次对吗 | 00:02:00,950 --> 00:02:05,920
[3.7] 昔涟 | 我听不见他的声音 | 00:02:07,240 --> 00:02:08,640
[3.7] 昔涟 | 那里没有为她绽放的花 | 00:02:09,880 --> 00:02:12,220
[3.7] 昔涟 | 也没有属于他的心血 | 00:02:12,580 --> 00:02:15,040
[3.7] 昔涟 | 白垩是唯一一个没能抵达新世界的人 | 00:02:15,520 --> 00:02:21,500
[3.7] 昔涟 | 你看那道照彻树停的金光 | 00:02:21,500 --> 00:02:25,710
[3.7] 昔涟 | 依然在天地间徘徊 | 00:02:25,710 --> 00:02:27,530
[3.7] 昔涟 | 就像欧法罗斯的神谕 | 00:02:28,730 --> 00:02:31,070
[3.7] 昔涟 | 那一定是他留下的指引 | 00:02:31,430 --> 00:02:33,910
[3.7] 昔涟 | 只想毁灭最深的黑夜 | 00:02:34,310 --> 00:02:38,470
[3.7] 昔涟 | 还记得吗 | 00:02:38,830 --> 00:02:40,090
[3.7] 昔涟 | 上一次启程时也是在这里 | 00:02:40,090 --> 00:02:43,410
[3.7] 昔涟 | 我问过你 | 00:02:43,410 --> 00:02:45,220
[3.7] 昔涟 | 伙伴准备好成为英雄了吗 | 00:02:45,500 --> 00:02:48,980
[3.7] 昔涟 | 那时候你还在为复试的职责而烦恼 | 00:02:49,730 --> 00:02:52,990
[3.7] 昔涟 | 思考自己该扮演什么样的角色 | 00:02:52,990 --> 00:02:56,050
[3.7] 昔涟 | 但现在所有人都给出了回答 | 00:02:56,650 --> 00:03:00,420
[3.7] 昔涟 | 史诗中的英雄只是在每一个被世界需要的场合 | 00:03:00,860 --> 00:03:05,220
[3.7] 昔涟 | 恰到好处地出现在那里 | 00:03:05,220 --> 00:03:07,990
[3.7] 昔涟 | 正如你的到来 | 00:03:08,470 --> 00:03:10,110
[3.7] 昔涟 | 让翁法罗斯的命运再度开始转动 | 00:03:10,110 --> 00:03:13,750
[3.7] 昔涟 | 一个人的性格就是他的命运 | 00:03:14,150 --> 00:03:17,910
[3.7] 昔涟 | 我们最好都是很美的词呢 | 00:03:20,200 --> 00:03:26,250
[3.7] 昔涟 | 谢谢你伙伴 | 00:03:26,690 --> 00:03:27,690
[3.7] 昔涟 | 刚才那些话也是在为我自己加油打气 | 00:03:29,090 --> 00:03:33,209
[3.7] 昔涟 | 毕竟在真正为这个故事写下结局前 | 00:03:33,689 --> 00:03:37,489
[3.7] 昔涟 | 我也必须鼓起勇气和你一起出发 | 00:03:37,489 --> 00:03:41,649
[3.7] 昔涟 | 去面对一番被我遗忘了太久 | 00:03:44,060 --> 00:03:48,020
[3.7] 昔涟 | 也抗拒了太久的记忆 | 00:03:49,100 --> 00:03:51,080
[3.7] 昔涟 | 无名泰坦大墓 | 00:03:51,080 --> 00:03:53,020
[3.7] 昔涟 | 记忆最深的角落 | 00:03:53,020 --> 00:03:55,460
[3.7] 昔涟 | 也是希莲的诞生之地 | 00:03:55,890 --> 00:03:59,210
[3.7] 昔涟 | 对不起呀 | 00:03:59,210 --> 00:04:00,470
[3.7] 昔涟 | 伙伴这一路上取回的记忆越多 | 00:04:00,470 --> 00:04:05,480
[3.7] 昔涟 | 我心中的违和感就越是强烈 | 00:04:05,480 --> 00:04:08,709
[3.7] 昔涟 | 总有一种不安挥之不去 | 00:04:09,189 --> 00:04:11,609
[3.7] 昔涟 | 就好像在艾力密泄 | 00:04:11,609 --> 00:04:14,090
[3.7] 昔涟 | 我望着水面 | 00:04:14,330 --> 00:04:15,930
[3.7] 昔涟 | 分不清水中的我和岸边的我 | 00:04:15,930 --> 00:04:18,930
[3.7] 昔涟 | 哪一个才是真正的我 | 00:04:18,930 --> 00:04:21,590
[3.7] 昔涟 | 但现在我终于明白了 | 00:04:21,870 --> 00:04:24,430
[3.7] 昔涟 | 你看伙伴那面墙上的字就是答案呀 | 00:04:25,830 --> 00:04:31,819
[3.7] 昔涟 | 哆来咪发唆拉西 | 00:04:31,819 --> 00:04:36,140
[3.7] 昔涟 | 不成调的小曲是小妖精们的歌谣 | 00:04:38,520 --> 00:04:42,560
[3.7] 昔涟 | 一如既往 | 00:04:43,030 --> 00:04:43,870
[3.7] 昔涟 | 我会把这本书念给你听 | 00:04:43,870 --> 00:04:47,270
[3.7] 昔涟 | 这样一来 | 00:04:48,310 --> 00:04:49,690
[3.7] 昔涟 | 他就不再是希林一个人的回忆 | 00:04:49,690 --> 00:04:53,110
[3.7] 昔涟 | 我一直以为自己是烛火之旅的讲述者 | 00:04:53,950 --> 00:04:57,590
[3.7] 昔涟 | 但讲故事的人原来也是最专心的听众呀 | 00:04:59,030 --> 00:05:04,680
[3.7] 昔涟 | 谢谢伙伴 | 00:05:04,680 --> 00:05:07,300
[3.7] 昔涟 | 每一个你听着真温柔呢 | 00:05:08,330 --> 00:05:12,610
[3.7] 昔涟 | 在创世的瞬间 | 00:05:13,750 --> 00:05:15,110
[3.7] 昔涟 | 记忆的质料包裹住我 | 00:05:16,190 --> 00:05:17,750
[3.7] 昔涟 | 在晶莹的水晶中 | 00:05:18,950 --> 00:05:20,900
[3.7] 昔涟 | 我看见了无数个希联 | 00:05:20,900 --> 00:05:23,680
[3.7] 昔涟 | 还有无数个自己 | 00:05:24,080 --> 00:05:27,960
[3.7] 昔涟 | 这就是记忆的最后一块拼图了 | 00:05:29,980 --> 00:05:33,140
[3.7] 昔涟 | 一座诞生自至石的囚笼 | 00:05:33,550 --> 00:05:35,750
[3.7] 昔涟 | 一片消陨于毁灭的坟影 | 00:05:36,830 --> 00:05:39,700
[3.7] 昔涟 | 那无人知晓的截然的神明不应存在的 | 00:05:40,220 --> 00:05:44,540
[3.7] 昔涟 | 第13位泰坦最初的知州德缪哥 | 00:05:44,540 --> 00:05:49,780
[3.7] 昔涟 | 他就在这里 | 00:05:51,180 --> 00:05:53,020
[3.7] 昔涟 | 可我的故事该从哪里说起呢 | 00:05:53,790 --> 00:05:56,990
[3.7] 昔涟 | 从宇宙的起点 | 00:05:58,190 --> 00:06:00,030
[3.7] 昔涟 | 逗你的 | 00:06:02,200 --> 00:06:03,280
[3.7] 昔涟 | 那也太夸张了 | 00:06:03,280 --> 00:06:05,180
[3.7] 昔涟 | 我想讲述的只是一个很小很小的故事 | 00:06:05,180 --> 00:06:10,160
[3.7] 昔涟 | 小道从一枚种子开始 | 00:06:12,220 --> 00:06:15,980
[3.7] 昔涟 | 我知道你在听好朋友梦中的神明告诉我 | 00:06:17,620 --> 00:06:23,920
[3.7] 昔涟 | 世界是从一枚种子中发芽的 | 00:06:23,920 --> 00:06:27,450
[3.7] 昔涟 | 他长成名为温法罗斯的大树 | 00:06:27,970 --> 00:06:30,410
[3.7] 昔涟 | 而岁月是他沐浴光的枝叶 | 00:06:31,410 --> 00:06:34,890
[3.7] 昔涟 | 真巧呢 | 00:06:37,560 --> 00:06:39,360
[3.7] 昔涟 | 斑驳的日光 | 00:06:40,080 --> 00:06:41,540
[3.7] 昔涟 | 婆娑的树影 | 00:06:41,540 --> 00:06:42,960
[3.7] 昔涟 | 也是人家最初的记忆 | 00:06:42,960 --> 00:06:45,610
[3.7] 昔涟 | 一个再寻常不过的清晨 | 00:06:46,010 --> 00:06:48,430
[3.7] 昔涟 | 村里最高大的树下 | 00:06:48,430 --> 00:06:51,250
[3.7] 昔涟 | 艾莉密歇的女儿悄然来到世上 | 00:06:52,110 --> 00:06:56,170
[3.7] 昔涟 | 多么动人的开篇 | 00:06:56,170 --> 00:06:57,670
[3.7] 昔涟 | 一声啼哭是孩子带给世界最初的礼物 | 00:06:58,750 --> 00:07:03,039
[3.7] 昔涟 | 村民们说 | 00:07:03,039 --> 00:07:04,439
[3.7] 昔涟 | 泰坦也送来祝福 | 00:07:04,439 --> 00:07:06,439
[3.7] 昔涟 | 花开花落 | 00:07:06,439 --> 00:07:08,059
[3.7] 昔涟 | 多美的结局 | 00:07:08,059 --> 00:07:10,110
[3.7] 昔涟 | 这一夜在人们的欢笑中结束 | 00:07:10,510 --> 00:07:13,690
[3.7] 昔涟 | 话虽如此 | 00:07:13,690 --> 00:07:15,250
[3.7] 昔涟 | 人家可不喜欢眼泪 | 00:07:15,250 --> 00:07:17,950
[3.7] 昔涟 | 时光静静地在欢笑中流淌 | 00:07:18,690 --> 00:07:22,650
[3.7] 昔涟 | 故乡的风吹拂着麦浪 | 00:07:23,430 --> 00:07:25,920
[3.7] 昔涟 | 还有秋千 | 00:07:25,920 --> 00:07:27,260
[3.7] 昔涟 | 风铃海和小妖精们跑调的清唱 | 00:07:27,260 --> 00:07:31,200
[3.7] 昔涟 | 童年的朋友疑惑不解 | 00:07:31,200 --> 00:07:33,720
[3.7] 昔涟 | 所以为什么呢 | 00:07:34,080 --> 00:07:35,920
[3.7] 昔涟 | 答案是因为世界对我温柔 | 00:07:37,040 --> 00:07:41,590
[3.7] 昔涟 | 我就长成温柔的模样 | 00:07:41,590 --> 00:07:43,910
[3.7] 昔涟 | 可是命运无常催孩子长大 | 00:07:43,910 --> 00:07:47,450
[3.7] 昔涟 | 越长越大 | 00:07:47,450 --> 00:07:48,810
[3.7] 昔涟 | 走向远方 | 00:07:49,930 --> 00:07:51,690
[3.7] 昔涟 | 就像摇摇欲坠的世界 | 00:07:52,530 --> 00:07:54,710
[3.7] 昔涟 | 难以守护一座永恒的故乡 | 00:07:54,710 --> 00:07:58,010
[3.7] 昔涟 | 如那风中的歌谣所述 | 00:07:58,700 --> 00:08:01,380
[3.7] 昔涟 | 烛火是不断失去的旅途呀 | 00:08:01,700 --> 00:08:06,300
[3.7] 昔涟 | 是谁竖起了小耳朵 | 00:08:06,300 --> 00:08:08,740
[3.7] 昔涟 | 这句话你一定听我说过很多遍 | 00:08:10,560 --> 00:08:14,400
[3.7] 昔涟 | 你知道从这里开始 | 00:08:14,980 --> 00:08:17,240
[3.7] 昔涟 | 故事就有了不同展开 | 00:08:17,240 --> 00:08:18,940
[3.7] 昔涟 | 是不是很期待 | 00:08:19,980 --> 00:08:21,260
[3.7] 昔涟 | 那就赶紧开始吧 | 00:08:21,260 --> 00:08:23,580
[3.7] 昔涟 | 英雄之旅走过漫漫长夜 | 00:08:24,390 --> 00:08:28,320
[3.7] 昔涟 | 哭着笑着再度走向 | 00:08:28,800 --> 00:08:32,000
[3.7] 昔涟 | 明天 | 00:08:32,000 --> 00:08:32,880
[3.7] 昔涟 | 订正菲A093的记录 | 00:08:32,880 --> 00:08:36,900
[3.7] 昔涟 | 编号496已归档 | 00:08:36,900 --> 00:08:40,580
[3.7] 昔涟 | 哎想我了吗 | 00:08:40,580 --> 00:08:43,560
[3.7] 昔涟 | 开个玩笑 | 00:08:44,800 --> 00:08:46,000
[3.7] 昔涟 | 这是我第一次来到你的面前 | 00:08:46,000 --> 00:08:48,300
[3.7] 昔涟 | 既然时间有限 | 00:08:48,300 --> 00:08:49,940
[3.7] 昔涟 | 就赶快开始吧 | 00:08:49,940 --> 00:08:52,320
[3.7] 昔涟 | 一如既往 | 00:08:52,859 --> 00:08:53,699
[3.7] 昔涟 | 我会把这本书念给你听 | 00:08:53,699 --> 00:08:57,099
[3.7] 昔涟 | 这样一来他就不再是希莲一个人的回忆 | 00:08:57,850 --> 00:09:02,579
[3.7] 昔涟 | 这一次该从哪一页讲起呢 | 00:09:03,299 --> 00:09:06,339
[3.7] 昔涟 | 让我看看 | 00:09:07,379 --> 00:09:09,390
[3.7] [杂讯] | 格式化进程已完成零九大小输出分析结VIDIA | 00:09:10,190 --> 00:09:20,140
[3.7] [杂讯] | 093等于桃子 | 00:09:20,140 --> 00:09:24,730
[3.7] 昔涟 | 桃子的记录编号8128已归档 | 00:09:25,290 --> 00:09:31,770
[3.7] 昔涟 | 看多么壮观呀 | 00:09:31,770 --> 00:09:34,320
[3.7] 昔涟 | 注释桃子 | 00:09:36,120 --> 00:09:39,220
[3.7] 昔涟 | 在这个古典的世界里 | 00:09:39,620 --> 00:09:41,780
[3.7] 昔涟 | 也有这样一座充满未来色彩的宫殿 | 00:09:41,780 --> 00:09:45,540
[3.7] 昔涟 | 艾力密屑 | 00:09:46,140 --> 00:09:47,060
[3.7] 昔涟 | 再过几千年也会变成这样吗 | 00:09:47,060 --> 00:09:50,740
[3.7] 昔涟 | 结论不会 | 00:09:51,500 --> 00:09:54,820
[3.7] 昔涟 | 这一次我想和你分享个小故事 | 00:09:55,280 --> 00:09:58,660
[3.7] 昔涟 | 来这里的路上 | 00:09:58,660 --> 00:10:00,480
[3.7] 昔涟 | 我看见一只小小的若虫 | 00:10:00,480 --> 00:10:02,990
[3.7] 昔涟 | 它停在一根倒下的麦穗上 | 00:10:03,270 --> 00:10:05,790
[3.7] 昔涟 | 在阳光下闪闪发光 | 00:10:05,790 --> 00:10:08,630
[3.7] 昔涟 | 不可思议 | 00:10:09,220 --> 00:10:10,340
[3.7] 昔涟 | 那一瞬间我忘记了所有疼痛 | 00:10:11,460 --> 00:10:14,100
[3.7] 昔涟 | 就只是 | 00:10:15,220 --> 00:10:17,100
[3.7] 昔涟 | 出神的望着他 | 00:10:18,640 --> 00:10:20,680
[3.7] 昔涟 | 记录桃子在地面 | 00:10:21,430 --> 00:10:26,950
[3.7] 昔涟 | 我在想过去的每一个系列 | 00:10:27,430 --> 00:10:31,070
[3.7] 昔涟 | 会不会也觉得它很美呢 | 00:10:31,070 --> 00:10:33,830
[3.7] 昔涟 | 他们也会把这一幕记录下来 | 00:10:34,550 --> 00:10:36,970
[3.7] 昔涟 | 所以再多给我一些时间好吗 | 00:10:40,410 --> 00:10:44,970
[3.7] 昔涟 | 我还想为未来留下更多记忆 | 00:10:44,970 --> 00:10:48,910
[3.7] 昔涟 | 再见桃子 | 00:10:48,910 --> 00:10:52,100
[3.7] 昔涟 | 桃子的记录 | 00:10:52,100 --> 00:10:53,900
[3.7] 昔涟 | 只要我把故事的每一页都记录下来 | 00:10:53,900 --> 00:10:56,580
[3.7] 昔涟 | 为你讲述 | 00:10:56,580 --> 00:10:58,450
[3.7] 昔涟 | 温法罗斯就不会被放弃 | 00:10:58,930 --> 00:11:03,010
[3.7] 昔涟 | 查找记录电信号序列 | 00:11:04,640 --> 00:11:09,600
[3.7] 昔涟 | 奥利莫斯关联粉蒸注释好吃 | 00:11:09,600 --> 00:11:17,660
[3.7] 昔涟 | 电信号序列关联离姓注释都是花 | 00:11:18,260 --> 00:11:27,599
[3.7] 昔涟 | 电信号序列关联挨矮爱注视桃子等于爱 | 00:11:28,079 --> 00:11:38,690
[3.7] 昔涟 | 看来又要到分别的时候了呀 | 00:11:38,690 --> 00:11:43,130
[3.7] 昔涟 | 再见桃子 | 00:11:43,730 --> 00:11:46,450
[3.7] 昔涟 | 不知不觉中 | 00:11:46,890 --> 00:11:48,470
[3.7] 昔涟 | 这本书记录了太多悲欢离合 | 00:11:48,470 --> 00:11:51,530
[3.7] 昔涟 | 每一页都变得沉甸甸的 | 00:11:51,530 --> 00:11:54,590
[3.7] 昔涟 | 结论 | 00:11:55,150 --> 00:11:56,330
[3.7] 昔涟 | 书是轻的 | 00:11:56,330 --> 00:11:58,230
[3.7] 昔涟 | 不是重的 | 00:11:58,230 --> 00:12:00,520
[3.7] 昔涟 | 接过他的时候 | 00:12:00,920 --> 00:12:02,200
[3.7] 昔涟 | 我也开始感到不安 | 00:12:03,440 --> 00:12:05,700
[3.7] 昔涟 | 桃子不安啊 | 00:12:06,340 --> 00:12:10,450
[3.7] 昔涟 | 这是多少次了 | 00:12:10,450 --> 00:12:11,690
[3.7] 昔涟 | 他忠实的履行使命 | 00:12:12,890 --> 00:12:14,770
[3.7] 昔涟 | 想起格式化结论尽成坏 | 00:12:14,770 --> 00:12:22,900
[3.7] 昔涟 | 如果到头来每一次提笔都只能写下相同的结局 | 00:12:23,420 --> 00:12:29,740
[3.7] 昔涟 | 那这篇沉甸甸的史诗 | 00:12:31,020 --> 00:12:33,740
[3.7] 昔涟 | 会不会只是一场太过天真的梦呢 | 00:12:34,610 --> 00:12:39,810
[3.7] 昔涟 | 桃子害怕桃子不哭 | 00:12:40,500 --> 00:12:47,310
